4.000000	0	0.000000	0.000000	0.000000
4.000000	1	3.487848	0.000000	478542130.118409
5.000000	2	32.567029	0.000000	519836520.309881
3.000000	0	0.000000	0.000000	0.000000
5.000000	2	22.045250	0.000000	495490114.078263
3.000000	0	0.000000	0.000000	0.000000
11.000000	1	7.150450	0.000000	492240657.481772
3.000000	0	0.000000	0.000000	0.000000
12.000000	0	0.000000	0.000000	0.000000
6.000000	0	0.000000	0.000000	0.000000
2.000000	0	0.000000	0.000000	0.000000
5.000000	0	0.000000	0.000000	0.000000
10.000000	1	8.561823	0.000000	480047182.433528
10.000000	1	2.815077	0.000000	480047182.433528
7.000000	0	0.000000	0.000000	0.000000
9.000000	0	0.000000	0.000000	0.000000
11.000000	1	7.310508	0.000000	493863667.283299
2.000000	2	16.888145	0.000000	492877240.935141
5.000000	1	8.367228	0.000000	479719426.181898
2.000000	0	0.000000	0.000000	0.000000
4.000000	0	0.000000	0.000000	0.000000
9.000000	1	1.386017	0.000000	473191376.183483
9.000000	1	5.882094	0.000000	477692432.734100
11.000000	0	0.000000	0.000000	0.000000
8.000000	0	0.000000	0.000000	0.000000
2.000000	0	0.000000	0.000000	0.000000
12.000000	0	0.000000	0.000000	0.000000
10.000000	0	0.000000	0.000000	0.000000
5.000000	0	0.000000	0.000000	0.000000
7.000000	0	0.000000	0.000000	0.000000
12.000000	1	3.661568	0.000000	474863800.014913
9.000000	1	8.067595	0.000000	480168082.366843
11.000000	2	35.189039	0.000000	472026015.130299
6.000000	0	0.000000	0.000000	0.000000
7.000000	0	0.000000	0.000000	0.000000
8.000000	0	0.000000	0.000000	0.000000
4.000000	0	0.000000	0.000000	0.000000
10.000000	0	0.000000	0.000000	0.000000
7.000000	1	4.895943	0.000000	477260835.465198
9.000000	0	0.000000	0.000000	0.000000
5.000000	0	0.000000	0.000000	0.000000
3.000000	0	0.000000	0.000000	0.000000
7.000000	1	8.770487	0.000000	481320812.590209
5.000000	0	0.000000	0.000000	0.000000
10.000000	0	0.000000	0.000000	0.000000
10.000000	0	0.000000	0.000000	0.000000
9.000000	0	0.000000	0.000000	0.000000
3.000000	0	0.000000	0.000000	0.000000
2.000000	2	27.657091	13.828545	500060125.851479
8.000000	0	0.000000	0.000000	0.000000
5.000000	0	0.000000	0.000000	0.000000
12.000000	0	0.000000	0.000000	0.000000
12.000000	0	0.000000	0.000000	0.000000
5.000000	0	0.000000	0.000000	0.000000
10.000000	0	0.000000	0.000000	0.000000
11.000000	2	32.472178	0.000000	472026015.130299
8.000000	1	9.635303	0.000000	482114990.076881
11.000000	0	0.000000	0.000000	0.000000
12.000000	1	0.422978	0.000000	474863800.014913
8.000000	0	0.000000	0.000000	0.000000
10.000000	0	0.000000	0.000000	0.000000
8.000000	2	58.647917	0.000000	472026015.130299
2.000000	2	19.460342	0.000000	499900360.666677
6.000000	1	6.671203	0.000000	478403643.296133
9.000000	0	0.000000	0.000000	0.000000
7.000000	0	0.000000	0.000000	0.000000
6.000000	2	39.321981	26.214654	515741191.605697
12.000000	0	0.000000	0.000000	0.000000
11.000000	1	6.751124	0.000000	489506484.728895
11.000000	0	0.000000	0.000000	0.000000
6.000000	1	3.610220	0.000000	475418438.123677
8.000000	0	0.000000	0.000000	0.000000
11.000000	1	6.202784	0.000000	487474329.935414
12.000000	1	8.111509	0.000000	480724158.361428
9.000000	0	0.000000	0.000000	0.000000
4.000000	0	0.000000	0.000000	0.000000
9.000000	2	10.962874	0.000000	483721649.231006
2.000000	0	0.000000	0.000000	0.000000
6.000000	0	0.000000	0.000000	0.000000
9.000000	0	0.000000	0.000000	0.000000
12.000000	0	0.000000	0.000000	0.000000
10.000000	1	0.838735	0.000000	480047182.433528
7.000000	0	0.000000	0.000000	0.000000
10.000000	0	0.000000	0.000000	0.000000
6.000000	0	0.000000	0.000000	0.000000
12.000000	2	58.740083	0.000000	472026015.130299
12.000000	0	0.000000	0.000000	0.000000
11.000000	1	6.513495	0.000000	488510105.120879
6.000000	1	2.312378	0.000000	474474588.519064
7.000000	2	30.174557	15.087279	507233756.593879
4.000000	0	0.000000	0.000000	0.000000
10.000000	0	0.000000	0.000000	0.000000
11.000000	0	0.000000	0.000000	0.000000
12.000000	0	0.000000	0.000000	0.000000
8.000000	0	0.000000	0.000000	0.000000
8.000000	1	1.220205	0.000000	473232309.950774
3.000000	0	0.000000	0.000000	0.000000
11.000000	0	0.000000	0.000000	0.000000
6.000000	0	0.000000	0.000000	0.000000
4.000000	0	0.000000	0.000000	0.000000
