3	1	1.621823	0.000000	801633515.001649
4	0	0.000000	0.000000	0.000000
6	0	0.000000	0.000000	0.000000
7	0	0.000000	0.000000	0.000000
12	0	0.000000	0.000000	0.000000
3	0	0.000000	0.000000	0.000000
11	0	0.000000	0.000000	0.000000
9	0	0.000000	0.000000	0.000000
6	1	1.062163	0.000000	809827556.311618
4	0	0.000000	0.000000	0.000000
6	2	28.620487	19.080325	860226372.358280
7	1	1.981184	0.000000	810368235.229716
3	0	0.000000	0.000000	0.000000
8	0	0.000000	0.000000	0.000000
4	0	0.000000	0.000000	0.000000
6	0	0.000000	0.000000	0.000000
8	2	34.484382	27.587506	899366004.983762
4	0	0.000000	0.000000	0.000000
5	0	0.000000	0.000000	0.000000
8	0	0.000000	0.000000	0.000000
4	0	0.000000	0.000000	0.000000
11	0	0.000000	0.000000	0.000000
12	0	0.000000	0.000000	0.000000
10	0	0.000000	0.000000	0.000000
5	0	0.000000	0.000000	0.000000
8	2	26.974671	17.983114	862956919.319971
3	0	0.000000	0.000000	0.000000
11	1	9.516305	4.758152	820459129.881603
11	2	56.016602	0.000000	793961931.761289
10	1	0.526770	0.000000	826592157.342569
4	0	0.000000	0.000000	0.000000
8	0	0.000000	0.000000	0.000000
2	0	0.000000	0.000000	0.000000
6	0	0.000000	0.000000	0.000000
5	0	0.000000	0.000000	0.000000
3	1	7.378581	0.000000	811040667.690809
3	0	0.000000	0.000000	0.000000
6	0	0.000000	0.000000	0.000000
3	0	0.000000	0.000000	0.000000
8	1	2.691194	0.000000	813180883.941317
7	1	4.228356	0.000000	810368235.229716
9	2	37.393545	0.000000	793961931.761289
9	1	9.427370	0.000000	811107741.558664
9	0	0.000000	0.000000	0.000000
2	0	0.000000	0.000000	0.000000
2	0	0.000000	0.000000	0.000000
5	0	0.000000	0.000000	0.000000
7	1	4.177441	0.000000	810368235.229716
9	0	0.000000	0.000000	0.000000
6	0	0.000000	0.000000	0.000000
11	2	59.152623	0.000000	793961931.761289
9	0	0.000000	0.000000	0.000000
12	0	0.000000	0.000000	0.000000
7	1	3.014549	0.000000	810368235.229716
5	1	7.010988	0.000000	819234654.790499
3	0	0.000000	0.000000	0.000000
8	0	0.000000	0.000000	0.000000
10	0	0.000000	0.000000	0.000000
6	1	6.663389	0.000000	809827556.311618
2	0	0.000000	0.000000	0.000000
4	0	0.000000	0.000000	0.000000
3	0	0.000000	0.000000	0.000000
5	2	36.956323	27.717242	885499095.387489
6	1	6.981055	0.000000	809827556.311618
7	0	0.000000	0.000000	0.000000
7	0	0.000000	0.000000	0.000000
11	0	0.000000	0.000000	0.000000
7	0	0.000000	0.000000	0.000000
12	0	0.000000	0.000000	0.000000
9	0	0.000000	0.000000	0.000000
12	0	0.000000	0.000000	0.000000
4	0	0.000000	0.000000	0.000000
9	1	6.665279	0.000000	811107741.558664
5	1	1.781325	0.000000	801525331.963514
9	1	1.280144	0.000000	802072503.030351
9	0	0.000000	0.000000	0.000000
2	0	0.000000	0.000000	0.000000
4	0	0.000000	0.000000	0.000000
4	2	59.954020	49.961683	940904422.540843
9	0	0.000000	0.000000	0.000000
11	1	1.711211	0.000000	798320647.308325
5	0	0.000000	0.000000	0.000000
10	0	0.000000	0.000000	0.000000
9	1	0.326008	0.000000	802072503.030351
2	0	0.000000	0.000000	0.000000
8	0	0.000000	0.000000	0.000000
6	0	0.000000	0.000000	0.000000
12	0	0.000000	0.000000	0.000000
2	1	5.611998	0.000000	812014170.217887
7	1	8.818665	0.000000	810368235.229716
6	0	0.000000	0.000000	0.000000
7	0	0.000000	0.000000	0.000000
10	0	0.000000	0.000000	0.000000
5	0	0.000000	0.000000	0.000000
10	0	0.000000	0.000000	0.000000
7	0	0.000000	0.000000	0.000000
2	0	0.000000	0.000000	0.000000
3	0	0.000000	0.000000	0.000000
9	0	0.000000	0.000000	0.000000
7	2	43.458765	36.215638	919929934.751772
3	0	0.000000	0.000000	0.000000
